,,,,
,,,,
,,,,
,,,,
,,,,
Section : Fournitures de bureau 23/24,,,,
,,,,
,,,,
Désignation ,Report,Entrée,Sortie,Stock
Prix Association coopératives Ecolier,1,0,0,1
Brrade Imarate,1,0,0,1
Brade Marocain,1,0,0,1
Rbayae ربايع,2,0,0,2
Chaussure de cavaliers,1,0,0,1
Babouches,3,0,0,3
Ceinture mozoune,1,0,0,1
Mchate,1,0,0,1
Karchale,2,0,0,2
Tasse du café violé,1,0,0,1
Fer à repasser مكواة,2,0,0,2
coupe du tournoi GM,4,0,0,4
coupe du tournoi M,3,0,0,3
coupe du tournoi PM,5,0,0,5
Goulla,1,0,0,1
Quarqubchlla,3,0,0,3
Coffret en bois,2,0,0,2
Rhha رحا,1,0,0,1
Moulin à café طاحونة ,2,0,0,2
Abat jour,2,0,0,2
Sabniyates jaune,2,0,0,2
Kafton,1,0,0,1
Bendir,1,0,0,1
Tam Tam,2,0,0,2
Watra instrument,1,0,0,1
,,,,
Matériels médicale,,,,
Désignation ,Report,Entrée,Sortie,Stock
Monte escalier,5,0,0,5
Poubelle inox,6,0,0,6
Chaises médicale,8,0,0,8
Paravents avec tissue,6,0,0,6
Paravents san tissue,4,0,0,4
Spote tripier,5,0,0,5
Boite inox forme rectangulaire,9,0,0,9
Boite inox forme cylindre,5,0,0,5
Déambulateur,2,0,0,2
